judul,translated_text
"Ritual Penambang Emas Ilegal di TNGHS, Potong Kambing-Bakar Kemenyan","ritual of illegal gold miners in tnghs, slaughtering goats and burning incense"
Cerita Gurandil soal Sosok di Balik Tambang Emas Ilegal TNGHS,gurandil's story about the figure behind the tnghs illegal gold mine
Cerita Gurandil soal Bisnis Emas Ilegal di TNGHS Penyebab Longsor Lebak,gurandil's story about illegal gold business at tnghs caused by lebak landslide
"Tambang Ilegal Sebabkan Banjir-Longsor di Bogor, Polri Patroli Skala Besar","illegal mining causes floods and landslides in bogor, large-scale police patrol"
3 Lubang Tambang Milik Bos Emas Ilegal di Bogor Ditutup Polisi,3 mining holes belonging to illegal gold bosses in bogor closed by police
"4 Penambang Emas Ilegal Dongi-Dongi Sulteng Ditangkap, 39 Karung Disita","4 illegal dongi-dongi gold miners, central sulawesi arrested, 39 sacks confiscated"
Kata Pemprov Banten soal Izin Penambang Rakyat di Area TNGHS,banten provincial government said regarding community mining permits in the tnghs area
Wabup Lebak Bantah Tambang Emas Ilegal Penyebab Banjir-Longsor,wabup lebak protests illegal gold mining causes floods-landslides
Tambang Emas Ilegal di 3 Kecamatan Kabupaten Bogor Sudah Ditutup Polisi,illegal gold mines in 3 districts of bogor regency have been closed by police
Polisi Tangkap 2 Bos Tambang Emas Ilegal di Bogor,police arrest 2 illegal gold mining bosses in bogor
"Patroli Tambang Ilegal, Polda Banten Tutup Tambang Emas di Lebak","illegal mining patrol, banten police close gold mine in lebak"
"Ada 40 Tambang Ilegal di Halimun Salak, Polisi Lakukan Penelusuran","there are 40 illegal mines in halimun salak, police are investigating"
Bareskrim-Polda Selidiki Pemain Tambang Emas Ilegal Penyebab Banjir di Lebak,bareskrim-polda investigate illegal gold mining players cause of floods in lebak
Gubernur Banten Tunggu Keputusan LHK Tutup Tambang Liar,banten governor waits for lhk decision to close illegal mines
Kapolda Banten Akan Tindak Tegas Tambang Ilegal yang Bikin Banjir Lebak,banten chief of police will take strict action on illegal mines that cause floods in lebak
Polisi Tangkap Belasan Orang di Tambang Emas Ilegal Pidie Aceh,police arrest dozens of people at pidie aceh's illegal gold mine
Ketua DPRD Dukung Tambang Emas Ilegal Penyebab Banjir-Longsor di Lebak Diusut,head of dprd supports illegal gold mine cause of floods-landslides in lebak diusut
178 Hektare Tambang Emas Ilegal Diduga Jadi Penyebab Longsor Lebak,178 hectares of illegal gold mining allegedly caused the lebak landslide
Ini Titik Longsor di Gunung Halimun Salak yang Sebabkan Banjir Lebak,this is the landslide point on mount salak fog that caused the lebak flood
Jokowi: Banjir Bandang di Lebak Akibat Tambang Emas Ilegal,jokowi: flash floods in lebak due to illegal gold mining
"Tindak Pidana 2019 Turun, Polisi Bojonegoro Sebut Penyelesaian Kasus Naik","2019 crime decreases, bojonegoro police say case settlement increases"
KKI Warsi Perkirakan Kerusakan Alam Jambi Rugikan Negara Rp 17 T,kki warsi estimates that jambi's natural damage will cost the state idr 17 trillion
9 Penambang yang Terjebak Longsor 48 Jam di Lebak Berhasil Diselamatkan,9 miners trapped in a 48 hour landslide in lebak successfully rescued
Wagub Sumut soal Efek Buruk Tambang Ilegal di Madina,deputy governor of north sumatra regarding the bad effects of illegal mining in madina
WN China Ditangkap di Manokwari karena Terlibat Tambang Emas Ilegal,chinese citizen arrested in manokwari for involvement in illegal gold mining
Indonesia Ditetapkan Jadi Tuan Rumah COP-4 Konvensi Minamata 2021,indonesia determined to host cop-4 minamata convention 2021
"Gubernur Edy Minta Polisi Sikat Tambang Ilegal: Nggak Usah Koordinasi, Tindak","governor edy asks police to crush illegal mining: no need to coordinate, take action"
Bupati Madina Minta Pemprov Sumut Bereskan Tambang Terkait Limbah Merkuri,madina regent asks north sumatra provincial government to clean up mines related to mercury waste
Pengusaha yang Jual Lahan Pemprov Jabar untuk Kereta Cepat Dilaporkan,entrepreneurs selling west java provincial government land for fast train reported
Gubernur Sumut: 12 Anak Cacat Lahir karena Merkuri dari Tambang Emas Liar,governor of north sumatra: 12 children with birth defects due to mercury from illegal gold mines
Polisi Tangkap 3 Penambang Batu Kapur Ilegal di Pangandaran,police arrest 3 illegal limestone miners in pangandaran
"Ilegal, Kawasan Tambang Tanah Seluas 44 Hektare di Bogor Ditutup","illegal, 44 hectare land mining area in bogor closed"
Korban Tambang Emas Runtuh di Kongo Bertambah Jadi 22 Orang,victims of gold mine collapse in congo increase to 22 people
Lima Penambang Emas Ilegal di Nagan Raya Aceh Ditangkap,five illegal gold miners in nagan raya aceh arrested
Ini Kendala Pemprov Jatim Tertibkan Tambang Pasir di Sungai Brantas,this is the obstacle for the east java provincial government to regulate sand mining in the brantas river
"Berperang Selama 1 Abad, Suku-suku Asli di Hutan Amazon Akhirnya Bersatu","warring for a century, indigenous tribes in the amazon forest finally unite"
KPK Temukan Indikasi Bisnis Batu Bara Ilegal di Sumsel-Lampung,kpk finds indications of illegal coal business in south sumatra-lampung
"Merkuri Ilegal asal Sidoarjo Dijual Rp 1,5 Juta Per Kg",illegal mercury from sidoarjo sold for idr 1.5 million per kg
"Polisi Ungkap Tambang Merkuri Ilegal di Sidoarjo, 5 Pelaku Ditangkap","police reveal illegal mercury mining in sidoarjo, 5 perpetrators arrested"
"Kepras Bukit Secara Ilegal, 3 Penambang Diringkus Polisi","kepras bukit illegally, 3 miners arrested by police"
"Marak Penambangan Ilegal, Massa Tuntut Perusahaan Pemanfaat Material Diusut","illegal mining is on the rise, the masses demand that companies that use the materials be investigated"
"Rusak Parah, Begini Penampakan Hutan Amazon dari Luar Angkasa","severely damaged, this is what the amazon forest looks like from space"
Tambang Emas di Bukit Prabu Dekat Mandalika Akan Dihentikan,gold mining in bukit prabu near mandalika will be stopped
10 Penambang Pasir Ilegal di Sungai Progo Diamankan Polisi,10 illegal sand miners in the progo river arrested by police
Tambang Milik Anggota DPRD Maros Didemo Warga karena di Tempat Keramat,residents protest against a mine owned by members of the maros dprd because it is in a sacred place
Duh! Pasir Pantai di NTB Ini Digali Secara Ilegal,duh! this beach sand in ntb is dug up illegally
Duh! Tambang Pasir Ilegal Marak di Pantai Dompu NTB,duh! illegal sand mining rampant in dompu beach ntb
"Tambang Ilegal di Bangka Tengah Longsor, 3 Orang Tewas","illegal mine in central bangka landslides, 3 people killed"
Logam Tanah Jarang Jadi Kekuatan Tersembunyi China dalam Perang Dagang?,rare earth metals become china's hidden strength in trade war?
Tambang Gamping Ilegal di Pangandaran Longsor Timpa Rumah Warga,illegal limestone mine in pangandaran landslides crush residents' houses
"Menambang Emas Ilegal, WNA Asal Jepang Dideportasi dari Timika","mining illegal gold, foreigner from japan deported from timika"
Pro-Kontra Tambang Emas Bukit Prabu di Sekitar Mandalika,pros and cons of the bukit prabu gold mine around mandalika
"Tersandung Kasus Tambang Ilegal, Caleg PPP Dicoret dari DCT","stumbled upon illegal mining case, ppp candidates dropped from dct"
"Jonan dan Komisi Energi DPR Rapat 4 Jam, Ini Hasilnya","jonan and the dpr energy commission met for 4 hours, here are the results"
"Selewengkan Izin, 12 WN China-Korsel Penambang Emas di Nabire Dideportasi","misusing permits, 12 chinese-south korean citizens gold miners in nabire deported"
Walhi Sulsel Minta Bupati Maros Tindak Tambang Ilegal Pemicu Banjir,walhi south sulawesi asks maros regent to take action against illegal mining that triggers flooding
"Maros Sulsel Diterjang Banjir Bandang, Bupati: Gara-gara Tambang Liar","maros sulsel hit by flood bandang, regent: due to illegal mining"
Maut dari Lubang Tambang Emas Bolmong,death from the bolmong gold mine hole
43 Orang Diduga Masih Tertimbun Longsor Tambang di Bolmong Sulut,"43 people allegedly still buried by mine landslide in bolmong, north sulawesi"
"Pasca-kebakaran, 25 Sumur Minyak Ilegal di Jambi Ditutup","after the fire, 25 illegal oil wells in jambi were closed"
Polisi Tangkap 10 Orang Pengangkut 20 Ton Minyak Ilegal di Jambi,police arrest 10 people transporting 20 tons of illegal oil in jambi
50 Sumur Minyak Ilegal Ditemukan di Hutan Lindung Jambi,50 illegal oil wells found in jambi protected forest
Limbah Chevron di Blok Rokan Paling Banyak Cemari RI,chevron waste in rokan block has the most cemari ri
"Calegnya Ditahan, DPC PPP Rembang Tak Ikut Campur","candidates detained, dpc ppp rembang does not intervene"
Caleg PPP Ditahan Kejari Rembang Terkait Tambang Ilegal,ppp candidate detained by rembang prosecutor's office regarding illegal mining
Polisi-Satpol PP Bogor Bongkar Gubug Penambang Emas Ilegal,bogor police and civil service police dismantle illegal gold miners' shacks
Ombudsman Prihatin Marak Tambang Ilegal: Terindikasi Di-backup Aparat,ombudsman concerned about the rise of illegal mining: indications are backed up by officials
"Jual Barang Fashion Ilegal dari Kulit Ular, Selebgram Tajir Dipolisikan","selling illegal fashion items made from snake skin, rich instagram celebrities policed"
"Selamat Ulang Tahun ke-10 Bitcoin, Berapa Hargamu Sekarang?","happy 10th anniversary bitcoin, how much are you worth now?"
Negara yang Terbungkus Emas Sakral,a country covered in sacred gold
Kapolda Maluku Cek Lokasi Tambang Emas Ilegal Pulau Buru,maluku police chief checks the location of illegal gold mines on buru island
"Rakor Penyidik Polri dan PPNS, Kabareskrim Bicara Modus Kejahatan","coordination meeting between police and ppns investigators, kabareskrim discusses crime methods"
4.000 Orang Dipulangkan Terkait Tambang Emas Ilegal di Pulau Buru,"4,000 people repatriated due to illegal gold mining on buru island"
Pemda Maluku akan Tertibkan Tambang Emas Ilegal di Gunung Gotak,maluku regional government to control illegal gold mining on mount gotak
Mengintip Peluang Ekonomi dari Pertambangan Timah di Belitung Timur,peeking at the economic opportunities from tin mining in east belitung
"Jember Tolak Tambang Silo, Ini Respons Kementerian ESDM","jember rejects silo mining, this is the response of the ministry of energy and mineral resources"
Mahasiswa Jember Demo Tolak Izin Pertambangan di Blok Silo,jember students demonstrate against mining permits in the silo block
43 Emas Batangan Ilegal Senilai Rp 21 M Disita Polisi di Sulsel,43 illegal gold bars worth idr 21 billion confiscated by police in south sulawesi
"DPR Rapat dengan Kementerian ESDM dan KLHK 4 Jam, Ini Hasilnya","dpr meeting with the ministry of energy and mineral resources and the ministry of environment and forestry for 4 hours, here are the results"
Ini Daftar Lokasi Tambang Emas hingga Timah Ilegal di RI,this is a list of illegal gold and tin mining locations in ri
DPR Panggil Kementerian ESDM dan LHK Bahas Tambang Ilegal,dpr summons ministry of energy and mineral resources and environment and forestry to discuss illegal mining
"Tanah Runtuh, Penambang Emas di Jambi Terjebak di Lubang Tambang","land collapse, gold miner in jambi trapped in mine pit"
Ini Praktik Ilegal Sektor Migas yang Mau Diberantas Pemerintah,this is an illegal practice in the oil and gas sector that the government wants to eradicate
Peru Ledakkan Tambang Emas Ilegal Beromzet Miliaran Dolar,peru explodes illegal gold mine with billions of dollars in turnover
Melihat Teknologi Tambang Timah Ramah Lingkungan di Bangka,seeing environmentally friendly tin mining technology in bangka
KLHK Tangkap Pelaku Tambang Timah Ilegal di Hutan Bangka Belitung,klhk arrests perpetrators of illegal tin mining in bangka belitung forest
"Bongkar Tambang Timah Ilegal, KLHK Dihadang Warga di Babel","dismantling illegal tin mine, klhk blocked by residents in babel"
"SAR Intensifkan Cari Korban KM Sinar Bangun, Cipali Ramai Lancar","sar intensifies search for km sinar bangun victims, cipali crowded smoothly"
5 Penambang Emas Ilegal di Sulut Tewas Tertimbun Longsor,5 illegal gold miners in north sulawesi died in landslide
Polisi Bakar Peralatan Tambang Emas Ilegal di Riau,police burn illegal gold mining equipment in riau
Tambang Timah dan Ekonomi Bangka Belitung,tin mining and the economy of bangka belitung
"16 Kali Ditertibkan, Pengusaha Tambang Galian C Dilaporkan ke Polisi","controlled 16 times, quarry c mining entrepreneur reported to police"
"Sebelum Meledak, Pemilik Sumur Minyak Setor ke Kades Rp 5 Ribu/Drum","before it exploded, the owner of the oil well deposited rp. 5 thousand/drum to the village head"
Polisi Tetapkan 4 Tersangka Ledakan Sumur Minyak di Aceh Timur,police name 4 suspects in oil well explosion in east aceh
Pengeboran Minyak Ilegal di Rantau Peureulak Aceh Pernah Ditindak,illegal oil drilling in the peureulak region of aceh has been actioned
SKK Migas Siap Bantu Atasi Ledakan Sumur Minyak di Aceh Timur,skk migas ready to help overcome oil well explosion in east aceh
Mandi Minyak Ilegal Berujung Maut di Aceh,illegal oil bathing leads to death in aceh
"Sumur Minyak Meledak di Aceh, Apa yang Diketahui Sejauh Ini","oil well explodes in aceh, what is known so far"
Kebakaran Sumur Minyak di Aceh Timur Disorot Dunia,oil well fire in east aceh highlighted by the world
Skandal Facebook dan Data Kita,the facebook scandal and our data
"Penyulingan Merkuri di Hutan Maluku Dibongkar, Pasutri Ditangkap","mercury refinery in maluku forest dismantled, couple arrested"
Menteri Susi Kecam Penambangan Pasir di Fakfak,minister susi condemns sand mining in fakfak
4 Penambang Emas Ilegal di Aceh Ditangkap,4 illegal gold miners in aceh arrested
"Transaksi Ilegal 2,9 Ton Sinabar Dibongkar, 7 Pelaku Ditangkap","illegal transaction of 2.9 tons of sinabar dismantled, 7 perpetrators arrested"
"Lingkungan Rusak, Warga Tegal Blokir Tambang Pasir","damaged environment, tegal residents block sand mine"
Tambang Galian C Ilegal di Ranu Grati Pasuruan Ditutup,illegal excavated c mine in ranu grati pasuruan closed
"Polres Boyolali Gerebek Galian C Ilegal, 1 Orang Ditahan","boyolali police raid illegal excavation c, 1 person detained"
"Tanah Nyaris Hilang, Warga Pekalongan Tutup Paksa Galian C","land almost lost, pekalongan residents forced to close mine c"
"3 Kerbau Mati di Pulau Buru, Diduga Minum Limbah Penambangan Emas","3 buffaloes die on buru island, suspected of drinking gold mining waste"
"Pabrik' Minyak Ilegal di Hutan Digerebek, Motor dan 10 Drum Disita","illegal oil factory in forest raided, motorcycle and 10 drums confiscated"
5 Penambang Timah Ilegal Ditangkap di Konservasi Bukit Mangkol,5 illegal tin miners arrested in bukit mangkol conservation
2 Penambang Ilegal di Kawasan Suaka Margasatwa Dangku Ditangkap,2 illegal miners in the dangku wildlife reserve arrested
Tersangka Nekat Mengolah Merkuri Untuk Bayar Utang Rp 2 Miliar,suspect desperate to process mercury to pay debt of idr 2 billion
"Rusak Lingkungan, Alat Sedot Penambang Pasir Ilegal Disita","damaging the environment, illegal sand mining suction equipment confiscated"
"Tak Ada Aturan Internasional, Jerman Larang Transaksi Bitcoin","there are no international rules, germany prohibits bitcoin transactions"
"Modali Tambang Emas Ilegal, Pemilik Toko di Aceh Ditangkap","capitalizing on illegal gold mining, shop owner in aceh arrested"
"Tebing di Blitar Kembali Longsor, 1 Truk Tertimbun, 3 Terisolasi","cliffs in blitar landslide again, 1 truck buried, 3 isolated"
"Tebing di Blitar Longsor, Dua Penambang Pasir Terluka","cliff in blitar landslides, two sand miners injured"
"Gerebek Penampungan Emas Ilegal, Polisi Sita Emas Senilai Rp 8 M","raid illegal gold storage, police seize gold worth idr 8 billion"
"Dilanda Wabah Malaria, Venezuela Kekurangan Obat-obatan","hit by malaria outbreak, venezuela short of medicines"
"Tambang Emas Ilegal di Sumut Digerebek, 2 Pekerja Diamankan","illegal gold mine in north sumatra raided, 2 workers arrested"
"Gubernur Aceh Tutup Tambang Ilegal, Pelaku akan Ditindak","aceh governor closes illegal mines, perpetrators will be prosecuted"
Aparat Buru 2 TKA China yang Kabur di Sukabumi,officials hunt for 2 chinese foreign workers who escaped in sukabumi
Dua Tambang Sirtu Ilegal di Pasuruan Ditutup Paksa,two illegal sirtu mines in pasuruan forced to close
Pengolahan Hasil Tambang Emas Liar di Jember Digerebek Polisi,processing of wild gold mining revenue in jember raid by police
Pemilik Tambang Pasir Longsor di Mojokerto Diperiksa Polisi,owner of sandslide mine in mojokerto examined by police
Membangun Masa Depan Dunia yang Lebih Aman: Pelajaran dari Afghanistan,building a safer world future: lessons from afghanistan
Polda Kalbar Tangkap 77 Penambang Emas Ilegal,west kalimantan police arrest 77 illegal gold miners
Di Balik Seragam-seragam Loreng yang Tak Pernah Disetrika,behind the striped uniforms that have never been ironed
Galian C Ilegal di Jombang Ditutup Paksa Petugas Gabungan,illegal c excavation in jombang forced to close by joint officers
Polisi Temukan Aktivitas Penambangan Emas Ilegal di Singkawang,police find illegal gold mining activities in singkawang
DPRD Jatim: Jangan Sampai Terulang Salim Kancil ke II,east java dprd: don't let salim kancil ii happen again
"ESDM: Penambangan Sirtu Ilegal di Probolinggo, Polisi yang Menindak","esdm: illegal sirtu mining in probolinggo, police are taking action"
Warga Probolinggo Wadul ke DPRD Jatim Soal Penambangan Liar,probolinggo resident wadul goes to the east java dprd regarding illegal mining
Tragedi Minamata Mengancam Indonesia,minamata tragedy threatens indonesia
Pengusaha Tambang Diimbau Bertanggung Jawab Jalan Rusak,mining entrepreneurs urged to take responsibility for damaged roads
Ratusan Warga Hentikan Paksa Empat Proyek Normalisasi Sungai,hundreds of residents forced to stop four river normalization projects
Tambang Pasir di Sungai Cikao Purwakarta Ditutup,"sand mine on the cikao river, purwakarta closed"
"Asrama Pusdik Brimob Terancam Longsor, Pertambangan Sirtu Ditutup","brimob education center dormitory threatened by landslide, sirtu mine closed"
"Tak Boleh Diekspor, Biji Bauksit dari RI Malah Diselundupkan ke Malaysia","cannot be exported, bauxite ore from indonesia is instead smuggled to malaysia"
Dua Pemodal Tambang Emas Ilegal di Kuansing Riau Dibekuk Polisi,two illegal gold mining investors in kuansing riau arrested by police
Duel Sengit Warga dengan Penambang Pasir Liar di Tengah Bengawan Solo,residents' fierce duel with illegal sand miners in the middle of bengawan solo
Polisi Tangkap 2 Pelaku Tambang Emas Ilegal di Kuansing Riau,police arrest 2 illegal gold mining actors in kuansing riau
Polisi Bekuk 4 Pelaku Penampung Emas Hasil Penambangan Liar di Jambi,police arrest 4 actors holding gold from illegal mining in jambi
"Tambang Emas di Jambi Longsor, 11 Penambang Tertimbun","gold mine in jambi landslides, 11 miners buried"
"Asuh Anak di Pengungsian, Kang Dedi Buat Lomba Nyanyi Dadakan","taking care of children in refugee camps, kang dedi held an impromptu singing competition"
Kemilau Emas Gunung Pongkor dan Nasib Para 'Gurandil',the golden shine of mount pongkor and the fate of the 'gurandil'
Gunung Emas' di Kaki Salak,mount emas' at the foot of salak
"Harga Timah Melemah, Ada Apa Ya?","tin prices are weakening, what's up?"
Wanita Kolombia Diperkosa karena Melaporkan Kasus Pemerkosaan,colombian woman raped for reporting rape case
"Ada Wisata Geoheritage, Pengeboran Minyak Ilegal Diharapkan Berhenti","there is geoheritage tourism, illegal oil drilling is expected to stop"
"Cegah Banjir Terulang, Hilir Sungai Rangkui Pangkalpinang Dikeruk","prevent recurring floods, downstream of the rangkui pangkalpinang river dredged"
"Bahayakan Pemudik, Penambang Batu Liar di Jalur Riau-Sumbar Ditertibkan Polisi","danger to homecomers, illegal stone miners on riau-west sumatra route controlled by police"
Taliban Menjarah Kekayaan Afghanistan,the taliban plunder afghanistan's wealth
"Polda Jambi Kembali Sita Emas Hasil Tambang Liar, Kali ini Bobotnya 4,1 Kg","jambi regional police again confiscates gold from illegal mining, this time weighing 4.1 kg"
Tiga Aktivitas Penambangan di Situbondo Dihentikan Diduga Liar,three mining activities in situbondo stopped allegedly illegal
"Ada Celah Aturan Ini, Smelter Bisa Pakai Timah Ilegal","there is a loophole in this regulation, smelters can use illegal tin"
Susi: Saya Cari Anak SMA Juara 1-5 untuk Jadi Doktor Bahari di Luar Negeri,susi: i am looking for 1-5th place high school students to become maritime doctors abroad
Polisi Musnahkan Alat Penambangan Emas Ilegal di Riau,police destroy illegal gold mining equipment in riau
"Setahun Beroperasi, 2 Lokasi Penambangan Ilegal di Langkat Ditindak","one year of operation, 2 illegal mining locations in langkat were prosecuted"
"Banjir Bandang di Jambi, 17 Rumah Hanyut dan 1 Orang Hilang","flash floods in jambi, 17 houses washed away and 1 person missing"
Ratusan Penambang Pasir dan Batu Serta Pemilik Armada Angkutan Mineral Demo,hundreds of sand and stone miners and demo mineral transport fleet owners
Perintah Khusus Kapolri ke Kapolda Sulteng: Buru dan Tangkap Teroris Santoso!,national police chief's special order to central sulawesi regional police chief: hunt and arrest terrorist santoso!
Polisi Bakar Rakit Penambang Emas Ilegal di Kuansing Riau,police burn illegal gold miners' rafts in kuansing riau
Tambang Ilegal Sebabkan 85 Hektare Sawah di Cilacap Gagal Panen 3 Tahun,illegal mining causes 85 hectares of rice fields in cilacap to fail to harvest for 3 years
2 Penambang Emas Ilegal di Kuansing Riau Dibekuk,2 illegal gold miners in kuansing riau arrested
Tim Gabungan Tutup Lubang Galian Tambang Liar di Jember,joint team closes illegal mining holes in jember
Ini Pengakuan Tosan dalam Kasus Penganiayaan Terhadap Dirinya,this is tosan's confession in the case of his abuse
Polres Bogor Tangkap 9 Penambang Emas Ilegal di Area Milik PT Antam,bogor police arrest 9 illegal gold miners in pt antam's area
Ini Wujud Kerusakan Jalan Akibat Galian Ilegal yang Buat Bupati Dedi Geram,this is road damage due to illegal mining that makes regent dedi geram angry
"Geram, Bupati Dedi Palangkan Mobil Damkar di Galian Tanah Ilegal","furious, regent dedi places fire trucks in illegal land excavations"
Di 2 Daerah Ini Banyak Terjadi Penambangan Pasir Ilegal,"in these 2 areas, a lot of illegal sand mining occurs"
Menteri Desa Ikut Peringati 100 Hari Kematian Salim Kancil,minister of villages participates in commemorating 100 days of salim kancil's death
"18 Tambang Pasir di Lumajang Diizinkan Beroperasi, ini Alasan Gubernur Soekarwo","18 sand mines in lumajang are permitted to operate, this is governor soekarwo's reason"
Dirjen Bea Cukai Ungkap Penyelundupan 14 Kontainer Merkuri Senilai Rp 47 M,director general of customs and excise reveals smuggling of 14 mercury containers worth idr 47 billion
KLH Gandeng Asosiasi Penambang Rakyat Upayakan Pertambangan Emas Bebas Merkuri,klh collaborates with community miners association to strive for mercury-free gold mining
Ketua DPC Hanura Mojokerto Resmi Dijebloskan Tahanan,chairman of dpc hanura mojokerto officially jailed
53 Hektar Lahan Bukti Korupsi di Dinas Perkebunan Malah Jadi Galian C,53 hectares of land evidence of corruption at the plantation service has become excavated c
"Ketua DPRD Lumajang: Saya Anak Nakal, Masuk Tim 32","chairman of the lumajang dprd: i'm a bad boy, enter team 32"
Teror Menjelang Subuh di Lumajang,terror before dawn in lumajang
"Rapat dengan Kapolda Jatim, DPR Soroti Penuntasan Kasus Tambang di Lumajang","meeting with east java regional police chief, dpr highlights resolving mining case in lumajang"
"Berbekal Dua Alat Bukti, Polisi Tetapkan Tersangka Peneror Wartawan","armed with two pieces of evidence, police name suspect in terrorizing journalists"
Polda Jatim dan LPSK Didesak Lindungi 3 Wartawan yang Diteror di Lumajang,east java regional police and lpsk urged to protect 3 journalists terrorized in lumajang
Peneror Tiga Wartawan di Lumajang Ditangkap,terrorist three journalists in lumajang arrested
Ini Cara Tekan Tambang Ilegal di Sumber Timah Terbesar Dunia,this is how to suppress illegal mining in the world's largest tin source
"Marak Tambang Timah Ilegal, Negara Rugi Rp 12 T/Tahun","rampant illegal tin mining, state losses idr 12 t/year"
Polda Jatim Usut Peneror yang Ancam Bunuh 3 Wartawan di Lumajang,east java regional police investigate terrorist who threatened to kill 3 journalists in lumajang
Bekas Lokasi Tambang Ilegal di Selok Awar-awar Ditanami Ribuan Mangrove,former illegal mine location in selok awar-awar planted with thousands of mangroves
Wagub Jatim Tandatangani Resolusi Lumajang Damai,east java deputy governor signs peaceful lumajang resolution
"Polisi Penerima Suap Tambang Ilegal Dimutasi, Polri: Pidana Tetap Lanjut","police recipient of illegal mining bribery transferred, police: crime will continue"
Kapolda Kalbar Geram Saat Penambang Liar Divonis Ringan Hakim: ini Lelucon!,west kalimantan police chief furious when illegal miners get light sentences judge: this is a joke!
Longsor Tambang Liar yang Diduga Timbun 12 Orang Tak Ganggu Operasional PT Antam,illegal mining landslide suspected of killing 12 people did not disturb pt antam's operations
Lokasi Penambangan Emas Liar di Gunung Pongkor Longsor,location of wild gold mining in mount pongkor landslide
"Bos PT Timah Sudah Lapor Polisi, Tapi Tambang Ilegal Masih Marak di Babel","pt timah boss has reported to the police, but illegal mining is still rampant in babel"
Ketua DPR Minta Negara Pulihkan Kawasan Pertambangan Ilegal di Pongkor,chairman of the dpr asks the state to restore the illegal mining area in pongkor
"Terkendala Sopir Truk, Polisi Kesulitan Ungkap Penadah Pasir Ilegal","problems with truck drivers, police have difficulty uncovering illegal sand collectors"
"Tetapkan 34 Tersangka, Polisi Kejar 5 DPO Kasus Salim Kancil dan Tosan","name 34 suspects, police chase 5 dpos in salim kancil and tosan case"
"Setahun Jokowi-JK, Penegakan Hukum Tegas Tapi PR Masih Banyak","a year after jokowi-jk, law enforcement is firm but there is still a lot of homework"
"Lagi, Polres Kediri Gerebek 2 Lokasi Penambangan Pasir Ilegal","again, kediri police raided 2 illegal sand mining locations"
Jokowi Buka Suara Soal Nasib Kontrak Freeport,jokowi opens his voice regarding the fate of the freeport contract
Walhi: Kades Hariyono Juga Perlu Dijerat Pasal Tipikor dan Pencucian Uang,walhi: hariyono village head also needs to be charged with corruption and money laundering
"Tim Cook Ajak Jokowi Makan Malam, Ada Apa?","tim cook invites jokowi to dinner, what's up?"
Penambangan Pasir Ilegal di Kali Porong Digerebek,illegal sand mining in porong river raided
Eks Kapolsek dan Anggota Mengaku tak Tahu Ada Penambangan Pasir Liar,former police chief and members admit they didn't know there was illegal sand mining
Ini Perintah Kapolri ke Kapolda Jatim Soal 'Bancakan' Uang Tambang di Lumajang,this is the order from the national police chief to the east java regional police chief regarding 'bancakan' mining money in lumajang
"Kades Hariyono 'Bernyanyi', Sebut Aktivis Anti Tambang juga Terima Uang","hariyono village head 'sings', says anti-mining activists also receive money"
"Wow, Kades Hariyono Keruk Rp 426 Juta per Bulan dari Tambang Pasir Ilegal","wow, hariyono village head dredges idr 426 million per month from illegal sand mining"
Polres Malang Mulai Bidik Tambang Pasir Ilegal,malang police start targeting illegal sand mining
"Selain Oknum Polisi, Orang-orang ini juga Terima Uang 'Kemitraan' dari Kades","apart from police officers, these people also received 'partnership' money from the village head"
DPRD Lumajang Bantah Terima Jatah Preman dari Perusahaan Tambang,lumajang dprd denies accepting thugs' allotments from mining companies
Kadiv Propam Polri: 3 Polisi di Lumajang Mengaku Baru 6 Bulan Terima Uang Tambang,kadiv propam polri: 3 police in lumajang admit they have only received mining money for 6 months
Ini 3 Polisi yang Diperiksa karena Diduga Terima Uang dari Pengusaha Tambang Lumajang,these are the 3 police officers who are being questioned because they are suspected of receiving money from lumajang mining entrepreneurs
"Angkut Padas 50 Truk Setiap Hari, Pemilik Lahan di Semarang jadi Tersangka","transporting 50 trucks every day, land owner in semarang becomes suspect"
"Tragedi Terjadi di Lumajang, Pemerintah Dinilai Tak Konsisten Tata Lahan","tragedy occurs in lumajang, government is deemed inconsistent in land management"
Tambang Pasir Ilegal di Sungai Porong yang Digerebek Milik Politisi PDIP,the illegal sand mine on the porong river that was raided belonged to a pdip politician
Ini Pelanggaran Hak yang Ditemukan Komnas HAM dalam Pembunuhan Salim Kancil,this is a violation of rights found by komnas ham in the murder of salim kancil
Komnas HAM Minta Polri Usut Tuntas Kasus Tewasnya Salim Kancil,komnas ham asks the national police to thoroughly investigate the case of the death of salim kancil
Ini Temuan Komnas HAM di Kasus Pembunuhan Salim Kancil,these are the findings of komnas ham in the salim kancil murder case
"Salim Kancil, Buta Huruf Tapi Melek Hati","salim kancil, illiterate but literate"
"Istri: Salim Kancil Sakit Hati, Mau Berjuang Seperti Bung Karno","wife: salim kancil is hurt, wants to fight like bung karno"
Tentang Tim Preman 12 dan Harta Kades Hariyono dari Pasir Berdarah,about the preman 12 team and the hariyono village head's treasure from bloody sands
"Tak Ingin Ada 'Salim Kancil' di Jateng, Ratusan Petani Demo di Kejaksaan","don't want 'salim kancil' in central java, hundreds of farmers demonstrate at the prosecutor's office"
